City,State,city_state,HatecrimeDBcode,census_1990,census_2000,census_2010,Crime Data Source,Notes,Grade,ann_pct_change,proj_pct_change,Hate Crime Trend
Sterling Heights,MI,Sterling_Heights_MI,MI5076500,"117,810","124,471","129,699",https://www.sterling-heights.net/466/Police-Department,No online data. Reports available in person.,A-,0.01,0,Flat
Stockton,CA,Stockton_CA,CA0390500,"210,943","243,771","291,707",http://ww1.stocktonca.gov/en/Departments/Police/Online-Services/Crime-Mapping,Redirects to LexisNexis for crime data. No direct or inderect identfiers. Incident addresses anonoymized to the block.,B-,-2.65,-0.5,Decreasing
Sunnyvale,CA,Sunnyvale_CA,CA0431600,"117,229","131,760","140,081",https://sunnyvale.ca.gov/government/safety/crime/statistics.htm,Redirects to LexisNexis (incident address anonymized to the block). No info on reports.,B-,-0.56,-0.5,Decreasing
Surprise,AZ,Surprise_AZ,AZ0072700,"7,122","30,848","117,517",https://www.surpriseaz.gov/1072/Records-Requests,Anonymized to the block,B-,0.11,0,Flat
Syracuse,NY,Syracuse_NY,NY0330100,"163,860","147,306","145,170",http://data.syrgov.net/datasets/b80f28e504fc47148bd1a078955f44b1_0/data,Fully anonymized data - address anonymized to the block.,B-,-0.04,0,Flat
Tacoma,WA,Tacoma_WA,WA0270300,"176,664","193,556","198,397",https://data.cityoftacoma.org/Public-Safety/City-of-Tacoma-Hate-Bias-2013-2018-/eubc-icg7,Incident addresses anonymized to the block level. No direct or indirect identifiers,B-,-3.07,-0.38,Flat
Tallahassee,FL,Tallahassee_FL,FL0370300,"124,773","150,624","181,376",https://www.talgov.com/publicsafety/tpd-records-division.aspx,Only aggregated data shown. Reports available - must review in person (though victim data is included).,B+,0.19,0,Flat
Tampa,FL,Tampa_FL,FL0290200,"280,015","303,447","335,709",http://city-tampa.opendata.arcgis.com/datasets?t=Police,Redirects to LexisNexis for crime data. No direct or inderect identfiers. Incident addresses anonoymized to the block.,B-,-2.16,-0.75,Decreasing
Temecula,CA,Temecula_CA,CA033380X,"27,099","57,716","100,097",https://temeculaca.gov/196/Police,No online data available.,A,0.58,1,Increasing
Tempe,AZ,Tempe_AZ,AZ0072900,"141,865","158,625","161,719",https://www.tempe.gov/government/police/crime-statistics-reports/tempe-crime-information,Reports available in person for a fee (victim can obtain report for free). Redirects to LexisNexis for crime data. No direct or inderect identfiers. Incident addresses anonoymized to the block.,B-,1.91,2,Increasing
Thornton,CO,Thornton_CO,CO0010400,"55,031","82,384","118,772",https://www.cityofthornton.net/public-safety/police-department/Documents/thornton-pd-records-request-2018.pdf,"Cannot access online
Must be mailed or requested in-person",A-,0.44,0,Flat
Thousand Oaks,CA,Thousand_Oaks_CA,CA0560700,"104,352","117,005","126,683",https://www.toaks.org/departments/police/citizen-resources/crime-prevention,No online data. No info on report requests.,A,0.47,0,Flat
Toledo,OH,Toledo_OH,OH0480700,"332,943","313,619","287,208",https://toledopolice.com/open-page/pursuit-analyses-6.html,Redirects to LexisNexis for crime data. No direct or inderect identfiers. Incident addresses anonoymized to the block.,B-,-0.15,-0.5,Decreasing
Topeka,KS,Topeka_KS,KS0890100,"119,883","122,377","127,473",https://data.topeka.org/browse?q=crime&sortBy=relevance,Links to LexisNexis for crime data (incident address anonymized to the block). No reports available.,B-,-0.01,0,Flat
Torrance,CA,Torrance_CA,CA0197200,"133,107","137,946","145,438",https://www.torranceca.gov/government/police/general-info/crime-map,"Fully anonymized data - address anonymized to the block. Crime reports available only to the victim, in person.",B-,-0.3,0,Flat
Tucson,AZ,Tucson_AZ,AZ0100300,"405,390","486,699","520,116",http://gisdata.tucsonaz.gov/datasets/tucson-police-hate-and-bias-crimes-open-data/data,Fully anonymized data - no direct or indirect identifiers.,B+,-2.67,-0.6,Decreasing
Tulsa,OK,Tulsa_OK,OK0720500,"367,302","393,049","391,906",https://www.cityoftulsa.org/government/departments/information-technology/open-tulsa/open-tulsa-dataset-list/,Fully anonymized data - no direct or indirect identifiers. Incident address anonymized to the block.,B-,-2.5,-1.5,Decreasing
Vallejo,CA,Vallejo_CA,CA0480700,"109,199","116,760","115,942",http://www.cityofvallejo.net/cms/One.aspx?portalId=13506&pageId=21932,Data only in the aggregate. Can request reports online with sign-in.,C,1.42,1,Increasing
Vancouver,WA,Vancouver_WA,WA0060300,"46,380","143,560","161,791",https://www.cityofvancouver.us/police/page/crime-map,Pulls from LexisNexis for crime data. No direct or inderect identfiers. Incident addresses anonoymized to the block. Online requests available with sign in (+ fee).,B-,2.61,2,Increasing
Ventura,CA,Ventura_CA,CA0560000,"92,575","100,916","106,433",https://www.cityofventura.ca.gov/1052/Arrest-Log-Interactive-Crime-Map,"direct identifiers for arrestees
",C-,-4.89,-0.71,Decreasing
Victorville,CA,Victorville_CA,CA0361200,"40,674","64,029","115,903",https://www.victorvilleca.gov/government/city-departments/police,"Anonymized location data (to the block), no other online data available",B-,0.43,0,Flat
Virginia Beach,VA,Virginia_Beach_VA,VA1280000,"393,069","425,257","437,994",https://eprodmz.vbgov.com/MainUI/Incidents/IncidentSearch.aspx,"Full report available w/ somewhat anonymized data. Victim names are sometimes restricted, but complainant names are not.",F,-3.94,-0.57,Decreasing
Visalia,CA,Visalia_CA,CA0540700,"75,636","91,565","124,442",https://www.visalia.city/civicax/filebank/blobdload.aspx?BlobID=34351,"Arrest log with ~1 week of information
direct identifiers for suspect
Redirects to lexisnexis",C-,2.43,2,Increasing
Waco,TX,Waco_TX,TX1551200,"103,590","113,726","124,805",https://www.waco-texas.com/open-records-request.asp,Stats available in aggregate. Can make open records requests with sign in.,C,-0.03,0,Flat
Warren,MI,Warren_MI,MA0145300,"144,864","138,247","134,056",https://www.cityofwarren.org/index.php/police-faqs,No online data. Reports available in person.,A-,9.7,7,Increasing
Washington,DC,Washington_DC,DCMPD0000,"606,900","572,059","601,723",https://dc.gov/node/859632,Data only shown in aggregate. No direct or indirect identifiers.,B+,-5.86,-0.06,Flat
Waterbury,CT,Waterbury_CT,CT0015100,"108,961","107,271","110,366",https://www.wtbypd.org/contact-us/documents-forms,No online info,A,-0.2,0,Flat
West Covina,CA,West_Covina_CA,CA0197500,"96,086","105,080","106,098",https://www.wcpd.org/services/records/,Must be requested in-person,A-,1.56,0.67,Increasing
West Jordan,UT,West_Jordan_UT,UT0180600,"42,892","68,336","103,712",https://www.westjordan.utah.gov/recordsrequest,Hard copies of records can be requested for a fee. Or in-person visual inspection of records are also available. ,A-,0.4,0,Flat
West Valley,UT,West_Valley_UT,UT0182500,"86,976","108,896","129,480",https://www.wvc-ut.gov/1204/Request-a-Police-Record,"Records with direct identifiers available for a fee, some data not publicly available such as ongoing investigations and physical/mental health",B,-0.69,-0.33,Flat
Westminster,CO,Westminster_CO,MD0070800,"74,625","100,940","106,114",https://www.cityofwestminster.us/PublicSafety/PoliceDepartment/PoliceReport,Requests must be submitted in-person or in writing,A-,-0.04,0,Flat
Wichita,KS,Wichita_KS,TX2430000,"304,011","344,284","382,368",http://opendata.wichita.gov/datasets/851d9d8d9fea4cc5a98eeac4fbf03d4d_0,Assigned officer name shown - no other direct or indirect identifiers. Addresses anonymized to the block.,B-,1.03,0.17,Flat
Wichita Falls,TX,Wichita_Falls_TX,TX2430500,"96,259","104,197","104,553",http://www.wichitafallstx.gov/153/Records-Division,Must be requested in-person,A-,0.58,1,Increasing
Wilmington,NC,Wilmington_NC,DE0020600,"55,530","75,838","106,476",http://p2c.wilmingtonnc.gov/Summary.aspx,"Direct identifiers available including name, phone number, birthdate, license plate, and VIN",F,-0.23,0.17,Flat
Winston-Salem,NC,Winston-Salem_NC,NC0340200,"143,485","185,776","229,617",http://www.wspdp2c.org/Summary.aspx,"Incident reports available. Victim information omitted. Some incident addresses anonymized, but not all.",C+,-0.3,0,Flat
Worcester,MA,Worcester_MA,MA0146000,"169,759","172,648","181,045",http://www.worcesterma.gov/police/public-records/police-reports,"police reports must be requested in-person
no online data available",A-,-0.93,-0.2,Flat
Yonkers,NY,Yonkers_NY,NY0590700,"188,082","196,086","195,976",https://www.yonkersny.gov/live/public-safety/police-department/crime-statistics-2017/april-2018,Incident reports available for a fee. Data only shown in aggregate. No direct or indirect identifiers.,B,2.08,0.5,Increasing
